gender,age,region,tenure_months,contract_type,internet_service,monthly_gb_download,streaming_package,tech_support_calls,payment_method,monthly_charges,late_payments,account_manager,credit_score,churn_label,credit_score_missing,days_since_last_login
female,29,North,6,Month-to-month,No,0.0,Yes,1.0,Electronic check,67.39,0,True,398.0,0,0,217.0
male,29,North,10,Month-to-month,Fiber optic,3.58351893845611,No,0.0,Credit card,104.23,0,False,844.0,1,0,325.0
female,30,East,6,One year,DSL,3.367295829986474,No,0.0,Mailed check,29.08,1,False,841.0,0,0,246.0
female,42,South,14,One year,Fiber optic,4.406719247264253,Yes,1.0,Mailed check,81.99,0,False,565.5,1,1,314.0
female,62,West,11,One year,DSL,3.4011973816621555,No,1.0,Electronic check,49.58,1,True,623.0,0,0,171.0
female,36,North,87,Month-to-month,DSL,3.4339872044851463,Yes,0.0,Bank transfer,58.94,0,False,422.0,0,0,223.0
male,72,North,2,Month-to-month,Fiber optic,3.8918202981106265,No,0.0,Mailed check,98.38,3,False,332.0,0,0,133.0
female,62,South,4,Two year,DSL,1.0986122886681096,Yes,2.0,Credit card,75.94,0,False,444.0,0,0,40.0
male,25,South,2,Two year,No,0.0,No,2.0,Mailed check,20.0,0,False,816.0,0,0,179.0
female,70,North,20,Month-to-month,Fiber optic,3.713572066704308,No,1.0,Credit card,40.71,1,False,609.0,0,0,282.0
female,72,East,2,Month-to-month,No,0.0,Yes,0.0,Bank transfer,99.26,0,False,443.0,0,0,176.0
female,49,North,37,Month-to-month,Fiber optic,3.8066624897703196,Yes,0.0,Mailed check,83.47,2,False,565.5,0,1,184.0
male,68,East,15,Month-to-month,No,0.0,Yes,0.0,Credit card,122.44,0,False,494.0,1,0,258.0
female,61,South,15,Month-to-month,Fiber optic,3.713572066704308,Yes,3.0,Credit card,120.48,0,False,782.0,0,0,22.0
male,35,North,17,Month-to-month,Fiber optic,3.9512437185814275,Yes,3.0,Credit card,59.73,1,True,774.0,0,0,229.0
female,39,South,4,One year,No,0.0,No,0.0,Bank transfer,145.1,0,False,468.0,0,0,6.0
male,54,West,5,One year,Fiber optic,4.07753744390572,No,4.0,Credit card,70.73,0,True,482.0,0,0,16.0
female,73,South,8,Month-to-month,DSL,3.367295829986474,Yes,0.0,Electronic check,41.12,1,False,412.0,1,0,34.0
male,76,West,19,Month-to-month,Fiber optic,3.8066624897703196,Yes,2.0,Bank transfer,50.99,1,False,575.0,0,0,329.0
male,20,North,5,Two year,No,0.0,Yes,1.0,Credit card,20.0,0,False,775.0,0,0,54.0
female,45,West,3,Month-to-month,Fiber optic,2.4849066497880004,No,2.0,Bank transfer,118.21,1,True,477.0,1,0,40.0
male,52,South,71,One year,Fiber optic,3.713572066704308,No,0.0,Bank transfer,117.84,1,False,590.0,0,0,278.0
female,78,East,1,Month-to-month,Fiber optic,3.9318256327243257,Yes,0.0,Electronic check,39.53,0,False,733.0,1,0,92.0
female,71,East,33,One year,No,0.0,No,1.0,Credit card,63.16,2,False,762.0,0,0,240.0
female,80,West,32,Month-to-month,DSL,3.4965075614664802,Yes,0.0,Bank transfer,72.87,0,False,716.0,0,0,282.0
female,24,South,8,Month-to-month,Fiber optic,3.6635616461296463,No,1.0,Bank transfer,41.19,0,False,437.0,0,0,129.0
female,66,North,3,Month-to-month,DSL,3.258096538021482,Yes,0.0,Credit card,20.0,1,True,788.0,0,0,171.0
female,48,North,4,Month-to-month,Fiber optic,4.02535169073515,Yes,0.0,Electronic check,63.69,1,False,467.0,1,0,227.0
female,75,West,24,Month-to-month,Fiber optic,3.9318256327243257,No,0.0,Mailed check,60.37,2,False,433.0,1,0,38.0
female,78,East,21,One year,DSL,3.4011973816621555,No,1.0,Credit card,58.35,1,True,460.0,0,0,13.0
female,41,West,31,Month-to-month,DSL,2.639057329615259,Yes,1.0,Mailed check,76.68,0,False,676.0,0,0,80.0
female,37,South,56,Month-to-month,Fiber optic,3.6635616461296463,Yes,1.0,Credit card,112.89,0,False,629.0,0,0,253.0
female,54,South,24,One year,DSL,2.995732273553991,No,2.0,Credit card,60.91,0,False,565.5,0,1,15.0
male,21,North,4,One year,DSL,2.639057329615259,Yes,2.0,Bank transfer,75.11,0,False,471.0,0,0,199.0
male,37,West,6,Two year,No,0.0,Yes,3.0,unknown,91.81,0,False,769.0,0,0,337.0
female,77,East,37,One year,DSL,3.258096538021482,Yes,0.0,Electronic check,86.62,0,False,721.0,0,0,248.0
male,41,West,5,Month-to-month,Fiber optic,3.58351893845611,Yes,1.0,Electronic check,51.57,0,False,555.0,0,0,349.0
female,67,South,2,One year,No,0.0,Yes,2.0,Credit card,72.89,0,False,419.0,0,0,204.0
female,66,East,25,Two year,DSL,3.1354942159291497,Yes,1.0,Bank transfer,86.43,0,True,318.0,0,0,160.0
female,68,East,11,Two year,DSL,2.9444389791664403,No,1.0,Bank transfer,36.15,1,False,546.0,0,0,228.0
female,53,South,51,Month-to-month,Fiber optic,4.007333185232471,No,2.0,Mailed check,107.91,1,False,504.0,0,0,332.0
female,83,West,22,Month-to-month,Fiber optic,3.713572066704308,Yes,1.0,Credit card,112.95,0,False,719.0,0,0,257.0
female,51,West,2,Month-to-month,No,0.0,Yes,2.0,Mailed check,48.32,1,False,366.0,1,0,75.0
male,53,West,60,One year,No,0.0,No,1.0,Bank transfer,75.81,0,False,641.0,0,0,204.0
female,23,East,6,One year,Fiber optic,3.784189633918261,Yes,2.0,Electronic check,89.27,1,False,644.0,0,0,257.0
male,56,South,9,One year,DSL,3.044522437723423,No,1.0,Bank transfer,53.63,0,True,686.0,0,0,30.0
female,59,South,11,Month-to-month,DSL,3.1354942159291497,No,0.0,Electronic check,84.45,1,True,641.0,0,0,110.0
male,75,West,2,One year,DSL,2.995732273553991,Yes,1.0,Mailed check,74.9,0,False,407.0,0,0,163.0
male,29,North,14,Two year,DSL,3.6375861597263857,Yes,1.0,Bank transfer,25.96,0,True,565.5,0,1,36.0
female,20,East,3,Month-to-month,Fiber optic,3.4339872044851463,Yes,1.0,Electronic check,83.77,0,True,601.0,1,0,131.0
male,35,East,11,One year,Fiber optic,3.8918202981106265,No,4.0,Mailed check,37.0,0,False,406.0,0,0,292.0
female,57,East,9,Month-to-month,DSL,1.6094379124341003,No,0.0,Bank transfer,98.18,0,False,776.0,0,0,230.0
female,38,West,30,Two year,No,0.0,Yes,2.0,Credit card,49.86,2,True,636.0,0,0,294.0
male,32,South,33,Two year,DSL,3.1780538303479458,Yes,0.0,Bank transfer,65.16,0,False,759.0,0,0,239.0
female,43,South,4,One year,Fiber optic,3.332204510175204,Yes,3.0,Mailed check,111.17,0,True,612.0,0,0,78.0
male,25,North,10,One year,Fiber optic,3.8066624897703196,No,1.0,Bank transfer,84.89,1,False,453.0,0,0,90.0
female,59,South,10,Two year,Fiber optic,3.7612001156935624,Yes,0.0,Mailed check,37.62,0,False,648.0,1,0,231.0
male,61,South,4,Month-to-month,Fiber optic,4.02535169073515,No,2.0,Electronic check,39.55,0,False,828.0,0,0,66.0
male,31,South,33,Month-to-month,DSL,2.70805020110221,Yes,1.0,Bank transfer,52.02,0,True,565.5,0,1,146.0
female,19,West,25,One year,Fiber optic,3.6635616461296463,Yes,0.0,Mailed check,81.84,1,False,833.0,0,0,67.0
female,54,West,5,Month-to-month,Fiber optic,4.3694478524670215,No,0.0,Mailed check,80.75,1,False,535.0,1,0,161.0
male,55,North,10,Month-to-month,No,0.0,No,3.0,Credit card,44.71,1,False,510.0,0,0,180.0
female,58,South,3,Two year,Fiber optic,4.02535169073515,No,1.0,Electronic check,34.98,0,False,585.0,0,0,253.0
female,79,West,20,One year,Fiber optic,3.6635616461296463,No,3.0,Credit card,78.45,0,False,722.0,0,0,295.0
female,77,North,3,Month-to-month,Fiber optic,3.8066624897703196,No,1.0,Credit card,64.54,0,False,565.5,1,1,105.0
male,31,North,86,Month-to-month,No,0.0,No,0.0,Bank transfer,134.72,0,False,718.0,0,0,113.0
male,19,North,31,Month-to-month,DSL,3.6109179126442243,Yes,0.0,Mailed check,71.1,1,False,644.0,1,0,319.0
male,34,East,10,Month-to-month,Fiber optic,3.828641396489095,No,1.0,Mailed check,124.43,0,False,822.0,1,0,341.0
male,45,North,18,Month-to-month,Fiber optic,3.6109179126442243,Yes,2.0,Mailed check,34.89,1,False,618.0,0,0,309.0
male,83,West,49,One year,Fiber optic,3.6109179126442243,Yes,1.0,Bank transfer,22.8,1,False,641.0,0,0,287.0
male,52,South,17,Month-to-month,DSL,2.70805020110221,Yes,1.0,Bank transfer,36.4,0,False,565.5,0,1,44.0
male,22,East,4,Month-to-month,Fiber optic,3.6635616461296463,No,2.0,Electronic check,105.67,0,False,845.0,0,0,284.0
male,82,South,10,Month-to-month,DSL,2.0794415416798357,No,1.0,Credit card,122.68,1,False,507.0,0,0,17.0
male,57,South,38,Two year,Fiber optic,3.332204510175204,Yes,1.0,Electronic check,46.53,0,False,485.0,0,0,149.0
female,73,East,21,Month-to-month,Fiber optic,3.5263605246161616,Yes,0.0,Electronic check,56.18,0,False,316.0,0,0,60.0
male,53,West,22,Month-to-month,No,0.0,Yes,2.0,Bank transfer,34.93,0,False,589.0,0,0,333.0
female,62,West,41,Month-to-month,Fiber optic,4.127134385045092,No,1.0,Mailed check,20.0,1,False,553.0,0,0,168.0
female,40,East,45,One year,DSL,2.833213344056216,Yes,1.0,Bank transfer,91.55,3,False,745.0,0,0,170.0
female,64,West,51,One year,DSL,2.8903717578961645,No,1.0,Bank transfer,76.69,0,False,755.0,0,0,60.0
male,48,West,2,Month-to-month,No,0.0,Yes,1.0,Bank transfer,70.31,0,False,446.0,0,0,126.0
male,28,West,16,Month-to-month,DSL,3.4965075614664802,No,0.0,Electronic check,28.0,0,False,413.0,0,0,95.0
male,27,North,27,Month-to-month,Fiber optic,4.330733340286331,No,0.0,Mailed check,119.2,0,False,396.0,1,0,237.0
male,84,North,29,One year,DSL,2.8903717578961645,Yes,1.0,Bank transfer,54.9,0,False,681.0,0,0,82.0
female,31,South,19,One year,Fiber optic,3.6375861597263857,No,3.0,Electronic check,86.01,1,False,675.0,0,0,360.0
male,27,East,4,Month-to-month,Fiber optic,3.4965075614664802,Yes,1.0,Bank transfer,26.36,1,False,565.5,0,1,17.0
male,18,South,32,Month-to-month,DSL,3.295836866004329,Yes,2.0,Credit card,64.28,0,False,621.0,0,0,307.0
male,22,South,26,Month-to-month,DSL,2.8903717578961645,Yes,0.0,Mailed check,78.74,0,False,627.0,0,0,16.0
male,37,West,2,Month-to-month,No,0.0,Yes,1.0,Electronic check,79.81,2,False,648.0,0,0,91.0
male,25,West,13,One year,Fiber optic,3.7612001156935624,Yes,1.0,Credit card,74.64,0,False,469.0,0,0,229.0
female,60,West,4,Month-to-month,Fiber optic,3.5263605246161616,No,3.0,Bank transfer,84.84,1,False,565.5,1,1,37.0
male,18,South,9,Month-to-month,No,0.0,Yes,1.0,Credit card,36.08,0,True,498.0,0,0,191.0
female,74,East,1,Month-to-month,No,0.0,No,1.0,Credit card,75.92,0,False,476.0,1,0,308.0
male,81,South,11,Two year,DSL,2.5649493574615367,Yes,0.0,Electronic check,73.41,0,False,565.5,0,1,215.0
female,45,North,16,Two year,No,0.0,Yes,2.0,Mailed check,76.95,0,False,565.5,0,1,143.0
male,54,North,20,Month-to-month,DSL,3.1780538303479458,No,1.0,Mailed check,72.17,0,False,585.0,0,0,285.0
male,64,South,22,Month-to-month,DSL,1.9459101490553132,Yes,0.0,Electronic check,31.8,1,False,534.0,0,0,133.0
female,54,South,37,Month-to-month,No,0.0,Yes,1.0,Bank transfer,30.47,0,False,593.0,0,0,364.0
female,66,West,5,Month-to-month,DSL,3.4011973816621555,No,0.0,Credit card,20.0,0,True,317.0,0,0,231.0
female,61,North,3,Month-to-month,DSL,2.70805020110221,No,2.0,Mailed check,94.53,0,True,473.0,1,0,109.0
male,73,East,39,One year,DSL,2.9444389791664403,Yes,0.0,Mailed check,94.83,0,False,702.0,1,0,274.0
female,45,East,4,One year,Fiber optic,3.1780538303479458,Yes,1.0,Credit card,95.31,1,True,680.0,0,0,106.0
male,23,South,74,Two year,Fiber optic,3.912023005428146,Yes,1.0,Bank transfer,79.2,0,False,419.0,0,0,311.0
male,78,South,37,Month-to-month,Fiber optic,3.784189633918261,Yes,2.0,Credit card,20.0,0,False,395.0,0,0,45.0
female,37,South,14,Two year,No,0.0,Yes,0.0,Electronic check,39.2,0,False,330.0,0,0,213.0
female,19,East,80,One year,Fiber optic,3.8918202981106265,Yes,0.0,Electronic check,75.11,0,False,396.0,0,0,38.0
male,54,South,3,Month-to-month,DSL,3.5553480614894135,Yes,0.0,Bank transfer,74.07,0,False,769.0,0,0,106.0
male,37,North,8,Month-to-month,No,0.0,Yes,4.0,Mailed check,63.32,0,False,345.0,0,0,54.0
female,43,North,21,Month-to-month,DSL,3.091042453358316,Yes,0.0,Mailed check,81.07,1,True,535.0,0,0,264.0
female,46,East,9,Month-to-month,DSL,2.5649493574615367,No,0.0,Bank transfer,70.35,1,False,636.0,1,0,287.0
female,18,West,53,Month-to-month,DSL,2.5649493574615367,No,1.0,Bank transfer,73.62,1,False,584.0,0,0,174.0
male,52,South,2,One year,Fiber optic,4.127134385045092,Yes,3.0,Electronic check,50.83,0,False,433.0,0,0,283.0
male,76,East,16,Month-to-month,DSL,3.4965075614664802,No,0.0,Electronic check,99.46,1,False,838.0,0,0,89.0
male,50,East,18,Two year,DSL,3.1354942159291497,No,2.0,Bank transfer,57.08,0,False,559.0,0,0,94.0
male,68,West,22,Month-to-month,DSL,3.295836866004329,Yes,2.0,Mailed check,30.08,0,False,802.0,0,0,365.0
male,29,West,6,Two year,DSL,3.295836866004329,No,0.0,Credit card,46.87,1,False,479.0,0,0,59.0
male,37,East,10,Month-to-month,Fiber optic,4.3694478524670215,No,2.0,Credit card,59.55,0,False,566.0,0,0,200.0
female,70,East,38,One year,No,0.0,No,3.0,Credit card,99.82,1,False,383.0,0,0,115.0
male,60,West,5,Month-to-month,Fiber optic,2.4849066497880004,No,1.0,Electronic check,68.73,1,True,709.0,0,0,356.0
male,67,South,36,Month-to-month,DSL,3.295836866004329,No,2.0,Bank transfer,64.42,1,False,455.0,0,0,308.0
male,46,South,17,Two year,DSL,3.4011973816621555,Yes,2.0,Mailed check,32.54,2,False,789.0,0,0,180.0
male,74,North,29,Month-to-month,No,0.0,Yes,1.0,Electronic check,93.56,1,False,627.0,0,0,208.0
male,56,West,26,One year,DSL,1.9459101490553132,No,0.0,Bank transfer,50.44,1,False,645.0,0,0,243.0
male,73,West,5,One year,No,0.0,No,0.0,Bank transfer,67.0,1,False,396.0,0,0,336.0
female,60,North,17,Month-to-month,DSL,2.4849066497880004,No,3.0,Credit card,114.41,0,False,482.0,0,0,242.0
male,67,East,41,Month-to-month,No,0.0,Yes,1.0,Credit card,85.26,1,False,626.0,0,0,75.0
male,40,South,12,One year,DSL,2.4849066497880004,No,1.0,Mailed check,21.15,1,False,677.0,0,0,325.0
male,61,North,68,Month-to-month,Fiber optic,3.58351893845611,Yes,0.0,Mailed check,20.0,0,False,565.5,0,1,322.0
male,55,West,13,One year,Fiber optic,3.713572066704308,No,1.0,Credit card,68.07,4,False,434.0,0,0,117.0
male,40,South,4,Two year,Fiber optic,4.007333185232471,No,2.0,Credit card,33.62,1,False,389.0,0,0,330.0
female,62,North,10,Month-to-month,DSL,3.367295829986474,Yes,2.0,Bank transfer,89.46,2,False,787.0,0,0,93.0
female,69,East,61,Month-to-month,Fiber optic,4.276666119016055,Yes,2.0,Mailed check,71.27,1,True,388.0,0,0,301.0
female,67,East,8,One year,Fiber optic,3.5263605246161616,Yes,1.0,Bank transfer,74.96,0,False,592.0,0,0,300.0
male,25,North,41,Month-to-month,DSL,2.4849066497880004,No,0.0,Mailed check,48.8,1,False,745.0,0,0,28.0
male,18,East,43,Month-to-month,DSL,3.5263605246161616,No,0.0,Mailed check,122.24,1,False,698.0,0,0,122.0
male,25,East,9,Month-to-month,Fiber optic,4.143134726391533,Yes,0.0,Electronic check,150.0,1,True,813.0,1,0,84.0
female,46,North,2,One year,DSL,3.044522437723423,No,0.0,Credit card,61.64,1,False,694.0,0,0,281.0
male,22,North,26,Month-to-month,Fiber optic,4.0943445622221,Yes,0.0,Electronic check,80.59,0,False,316.0,0,0,366.0
male,64,East,8,Month-to-month,DSL,2.995732273553991,Yes,1.0,Mailed check,72.92,1,False,541.0,0,0,95.0
female,51,South,31,One year,Fiber optic,4.110873864173311,No,0.0,Bank transfer,62.21,0,False,565.5,0,1,55.0
male,82,West,12,Month-to-month,DSL,2.833213344056216,No,1.0,Mailed check,45.04,0,False,303.0,0,0,149.0
female,72,West,14,Month-to-month,Fiber optic,4.02535169073515,No,0.0,Electronic check,37.45,0,False,580.0,0,0,257.0
female,60,West,31,Two year,DSL,1.6094379124341003,No,1.0,Credit card,35.93,2,False,832.0,0,0,89.0
female,47,South,10,One year,DSL,2.639057329615259,No,0.0,Bank transfer,82.16,0,True,565.5,0,1,12.0
male,34,West,12,Two year,DSL,2.639057329615259,No,1.0,Mailed check,54.41,0,False,537.0,0,0,263.0
male,43,South,10,Month-to-month,No,0.0,No,2.0,Mailed check,20.0,1,False,777.0,0,0,0.0
male,25,South,10,One year,DSL,2.833213344056216,Yes,1.0,Credit card,83.35,0,True,388.0,0,0,206.0
male,64,North,15,Month-to-month,Fiber optic,3.4657359027997265,Yes,1.0,Mailed check,68.85,0,False,412.0,0,0,161.0
male,63,North,34,Month-to-month,DSL,2.70805020110221,No,1.0,Mailed check,110.4,0,False,441.0,1,0,22.0
male,50,East,9,Month-to-month,DSL,1.6094379124341003,Yes,3.0,Credit card,81.19,0,False,350.0,1,0,33.0
male,18,South,15,Month-to-month,Fiber optic,4.110873864173311,Yes,0.0,Electronic check,25.64,0,True,507.0,0,0,174.0
female,36,South,23,Two year,Fiber optic,3.8918202981106265,Yes,0.0,Electronic check,20.0,0,False,822.0,1,0,141.0
male,48,East,7,Month-to-month,No,0.0,Yes,3.0,Electronic check,48.42,0,False,807.0,0,0,101.0
female,31,South,7,One year,No,0.0,No,1.0,Electronic check,51.25,1,True,569.0,0,0,134.0
male,70,East,55,One year,Fiber optic,2.772588722239781,Yes,2.0,Bank transfer,98.29,0,False,562.0,0,0,304.0
male,65,South,26,One year,Fiber optic,3.5263605246161616,Yes,2.0,Bank transfer,69.73,0,False,485.0,0,0,239.0
male,79,West,18,Month-to-month,Fiber optic,4.04305126783455,No,2.0,Credit card,104.01,0,True,520.0,0,0,250.0
female,83,West,21,One year,DSL,2.70805020110221,Yes,1.0,Credit card,30.26,1,False,380.0,0,0,333.0
male,81,South,1,Month-to-month,No,0.0,Yes,2.0,Credit card,98.96,1,False,708.0,1,0,192.0
female,80,South,20,Month-to-month,Fiber optic,3.6109179126442243,No,1.0,Bank transfer,91.63,0,True,385.0,1,0,355.0
female,50,South,15,Two year,Fiber optic,3.8918202981106265,Yes,0.0,Mailed check,20.0,0,False,403.0,0,0,64.0
male,58,West,16,Month-to-month,DSL,3.1780538303479458,No,1.0,Bank transfer,109.68,2,False,565.5,1,1,82.0
female,65,South,9,Month-to-month,DSL,1.791759469228055,No,0.0,Electronic check,72.8,0,False,759.0,0,0,248.0
male,30,South,2,Two year,No,0.0,No,0.0,Electronic check,81.76,0,False,760.0,0,0,64.0
male,48,North,5,Month-to-month,DSL,3.258096538021482,Yes,1.0,Mailed check,44.05,0,False,420.0,0,0,253.0
female,21,South,61,One year,Fiber optic,3.5263605246161616,Yes,3.0,Credit card,108.26,1,False,651.0,0,0,362.0
female,36,South,11,Month-to-month,DSL,2.995732273553991,No,1.0,Bank transfer,34.42,1,False,739.0,0,0,329.0
female,30,West,13,Month-to-month,No,0.0,No,2.0,Mailed check,94.96,0,False,488.0,0,0,3.0
female,40,South,2,Month-to-month,DSL,2.995732273553991,No,0.0,Mailed check,94.62,0,False,849.0,0,0,42.0
